publisher,persistentUrl,majorVersionNumber,minorVersionNumber,versionCreateTime,license,termsOfUse,confidentialityDeclaration,specialPermissions,restrictions,citationRequirements,depositorRequirements,conditions,disclaimer
Harvard Dataverse,https://doi.org/10.7910/DVN/JL16EW,1,3,2016-01-29 18:40:04+00:00,CC0,CC0 Waiver,,,,"International Food Policy Research Institute (IFPRI); Welthungerhilfe (WHH); and  Concern Worldwide. 2015. 2015 Global hunger index data. Washington, D.C.: International Food Policy Research Institute (IFPRI). <a href="" http://dx.doi.org/10.7910/DVN/JL16EW"">  http://dx.doi.org/10.7910/DVN/JL16EW</a>",,,
Harvard Dataverse,https://doi.org/10.7910/DVN/GKASQ5,1,3,2017-02-26 20:24:19+00:00,CC0,CC0 Waiver,,,,,,,"The <i>American Journal of Political Science</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>AJPS</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
Harvard Dataverse,https://doi.org/10.7910/DVN/H13U6G,1,1,2019-06-26 18:50:08+00:00,CC0,CC0 Waiver,,,,,,,"The <i>American Journal of Political Science</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>AJPS</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
Harvard Dataverse,https://doi.org/10.7910/DVN/H2AY8S,1,0,2020-05-09 14:26:33+00:00,CC0,CC0 Waiver,,,"<b>The data archived in the Harvard Government Dissertation Dataverse are restricted for use for five years post deposit date.</b>

I will use these data solely for the purposes stated in my application to use data, detailed in a written research proposal.","I will include a bibliographic citation acknowledging the use of these data in any publication or presentation in which these data are used. Such citations will appear in footnotes or in the reference section of any such manuscript. I understand the guideline in ""How to Cite This Dataset"" described in the Summary of this study.",,"The data are available without additional conditions other than those stated in the ""Restrictions"" Terms of Use above.",
Harvard Dataverse,https://doi.org/10.7910/DVN/H4OBET,1,0,2013-04-24 15:35:03+00:00,CC0,CC0 Waiver,,"PSI data are available upon request. Please complete the electronic <a href=""http://www.psi.org/research/ethics-data-use-and-authorship/data-use-and-authorship/"" target=""_blank"">Data Request & Authorship form</a>.  If you are a PSI employee, please <a href=""mailto:""research@psi.org"" target=""_blank"">Contact Us</a> to gain access to these materials.",,,,,
Harvard Dataverse,https://doi.org/10.7910/DVN/H4GMO6,1,0,2020-05-08 16:33:36+00:00,CC0,CC0 Waiver,,,"<b>The data archived in the Harvard Government Dissertation Dataverse are restricted for use for five years post deposit date.</b>

I will use these data solely for the purposes stated in my application to use data, detailed in a written research proposal.","I will include a bibliographic citation acknowledging the use of these data in any publication or presentation in which these data are used. Such citations will appear in footnotes or in the reference section of any such manuscript. I understand the guideline in ""How to Cite This Dataset"" described in the Summary of this study.",,"The data are available without additional conditions other than those stated in the ""Restrictions"" Terms of Use above.",
Harvard Dataverse,https://doi.org/10.7910/DVN/H5A72B,1,0,2017-05-11 10:37:15+00:00,CC0,CC0 Waiver,,,"<b>The data archived in the Harvard Government Dissertation Dataverse are restricted for use for five years post deposit date.</b>

I will use these data solely for the purposes stated in my application to use data, detailed in a written research proposal.","I will include a bibliographic citation acknowledging the use of these data in any publication or presentation in which these data are used. Such citations will appear in footnotes or in the reference section of any such manuscript. I understand the guideline in ""How to Cite This Dataset"" described in the Summary of this study.",,"The data are available without additional conditions other than those stated in the ""Restrictions"" Terms of Use above.",
Harvard Dataverse,https://doi.org/10.7910/DVN/H5MYRD,1,0,2018-03-04 18:58:42+00:00,CC0,CC0 Waiver,,,,"We are pleased to have other researchers make use of this data for their own algorithm development and understanding of respiratory monitoring with RF devices. We ask that you cite the following article if you make use of this data in your research.
<br><br>
<blockquote>
P. Hillyard, A. Luong, A. S. Abrar, N. Patwari, K. Sundar, R. Farney, J. Burch, C. A. Porucznik, and S. H. Pollard. “Experience: Cross-Technology Radio Respiratory Monitoring Performance Study”. In Proceedings of the 24th Annual International Conference on Mobile Computing and Networking (MobiCom 2018), New Delhi, India, to appear, 29 Oct. 2018. </blockquote>",,,
Harvard Dataverse,https://doi.org/10.7910/DVN/GZA3GY,1,1,2018-12-11 16:20:57+00:00,CC0,CC0 Waiver,,,,,,,"The <i>American Journal of Political Science</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>AJPS</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
Harvard Dataverse,https://doi.org/10.7910/DVN/GYIS2O,1,2,2019-12-11 18:37:43+00:00,CC0,CC0 Waiver,,,"<b>The data archived in the Harvard Government Dissertation Dataverse are restricted for use for five years post deposit date.</b>

I will use these data solely for the purposes stated in my application to use data, detailed in a written research proposal.","I will include a bibliographic citation acknowledging the use of these data in any publication or presentation in which these data are used. Such citations will appear in footnotes or in the reference section of any such manuscript. I understand the guideline in ""How to Cite This Dataset"" described in the Summary of this study.",,"The data are available without additional conditions other than those stated in the ""Restrictions"" Terms of Use above.",
Harvard Dataverse,https://doi.org/10.7910/DVN/GTXZ4J,1,1,2018-12-13 18:20:57+00:00,CC0,CC0 Waiver,,,,,,,"The <i>American Journal of Political Science</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>AJPS</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
Harvard Dataverse,https://doi.org/10.7910/DVN/H85QPF,1,0,2018-10-19 22:04:19+00:00,CC0,CC0 Waiver,,,,"These data from the historic Mount Wilson HK-Project are openly available to the research community, subject to the understanding that any publication resulting from their use shall include an acknowledgment such as the following:  

“The HK_Project_v1995_NSO data derive from the Mount Wilson Observatory HK Project, which was supported by both public and private funds through the Carnegie Observatories, the Mount Wilson Institute, and the Harvard-Smithsonian Center for Astrophysics starting in 1966 and continuing for over 36 years.  These data are the result of the dedicated work of O. Wilson, A. Vaughan, G. Preston, D. Duncan, S. Baliunas, and many others.”",,,
Harvard Dataverse,https://doi.org/10.7910/DVN/HI1X4O,1,1,2019-06-26 19:00:23+00:00,CC0,CC0 Waiver,,,,,,,"The <i>American Journal of Political Science</i> and the Odum Institute for Research in Social Science are not responsible for the accuracy or quality of data uploaded within the <i>AJPS</i> Dataverse, for the use of those data, or for interpretations or conclusions based on their use."
Harvard Dataverse,https://doi.org/10.7910/DVN/HICW6T,1,0,2019-03-26 16:44:44+00:00,CC0,CC0 Waiver,,,,"STATEMENT TO INCLUDE: “The Shing Mun Tunnel and Fort McHenry Tunnel study was funded by the Health Effects Institute and conducted by the study investigators (PI: Dr. X. Wang). The opinions and conclusions contained in this publication are solely those of the authors, and are not endorsed by HEI.”",,"TERMS AND CONDITIONS FOR PUBLICATIONS RESULTING FROM THIS RESEARCH: Prompt publication of the results of the Research Project is encouraged. 1. The Researcher agrees to send HEI a copy of any abstract and any manuscript accepted for publication in its final form no later than 15 days after acceptance. 2. The Researcher agrees to acknowledge the Health Effects Institute, and the study investigators in all oral and written presentations and publications resulting from the analyses of the database as specified above in Citation Requirements. I have read and agree with the Terms and Conditions for Publications Resulting from This Research.",
Harvard Dataverse,https://doi.org/10.7910/DVN/HDYILX,1,0,2021-03-16 15:51:09+00:00,CC0,CC0 Waiver,,,,,,,All downloads of data should take place on Harvard Dataverse. Data should not be posted on personal websites for access by others. The authors are fully responsible for ensuring that the data they upload is accurate and complete.
Harvard Dataverse,https://doi.org/10.7910/DVN/HFCNV8,1,0,2018-03-04 18:56:44+00:00,CC0,CC0 Waiver,,,,"We are pleased to have other researchers make use of this data for their own algorithm development and understanding of respiratory monitoring with RF devices. We ask that you cite the following article if you make use of this data in your research.
<br><br>
<blockquote>
P. Hillyard, A. Luong, A. S. Abrar, N. Patwari, K. Sundar, R. Farney, J. Burch, C. A. Porucznik, and S. H. Pollard. “Experience: Cross-Technology Radio Respiratory Monitoring Performance Study”. In Proceedings of the 24th Annual International Conference on Mobile Computing and Networking (MobiCom 2018), New Delhi, India, to appear, 29 Oct. 2018. </blockquote>",,,
Harvard Dataverse,https://doi.org/10.7910/DVN/GAAXTQ,1,0,2017-05-12 20:12:08+00:00,CC0,CC0 Waiver,,,"<b>The data archived in the Harvard Government Dissertation Dataverse are restricted for use for five years post deposit date.</b>

I will use these data solely for the purposes stated in my application to use data, detailed in a written research proposal.","I will include a bibliographic citation acknowledging the use of these data in any publication or presentation in which these data are used. Such citations will appear in footnotes or in the reference section of any such manuscript. I understand the guideline in ""How to Cite This Dataset"" described in the Summary of this study.",,"The data are available without additional conditions other than those stated in the ""Restrictions"" Terms of Use above.",
Harvard Dataverse,https://doi.org/10.7910/DVN/G98BQG,1,0,2021-03-31 12:13:57+00:00,CC0,CC0 Waiver,"The dataset is not confidential. Any person complying with the terms of service, requirements, and restrictions is allowed to download and use the data.","No special permissions are required to access the data. Any person complying with the terms of service, requirements, and restrictions is allowed to download and use the data.","The data cannot be used for commercial purposes. Also please see the license of the the respective data sources whether they can be used for commercial purposes. 
","Downloader is required to cite the original sources listed in description whenever the dataset is used to publish any type of derivative work. The citation format is specified by the dataset Owner.
","Users are not required to notify the authors when they download the data. However, they are required to cite the original source (see ""Citation Requirements"") whenever the dataset is used to publish any type of derivative work.","In using this service, you represent that:
you have read and understood the Site’s Community Norms (http://best-practices.dataverse.org/harvard-policies/community-norms.html); and
you have read and understood the Site’s Privacy Policy (http://best-practices.dataverse.org/harvard-policies/harvard-privacy-policy.html).

The data information must be used only for research or other non-commercial purposes. Whenever derivative products of research are published, the original source must be properly identified and cited  (see ""Citation Requirements"").",The dataset comes with no warranties. The downloader has full responsibility for a lawful and ethical use of the data.
